Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
201709,2020,6/1/2021,Waterbury,111 AVON AVE,101910,287500.0,0.3544,Residential,Three Family,,,,POINT (-73.05015 41.53617)
170088,2017,3/21/2018,Oxford,90 GOOD HILL RD,184900,290000.0,0.6375,Single Family,Single Family,14 - Foreclosure,,,
18685,2018,7/12/2019,East Hartford,122 WALNUT ST,104900,184000.0,0.5701,Single Family,Single Family,,,,
160382,2016,9/1/2017,Stonington,30 DUBOIS DR,841300,940000.0,0.895,,,,YACHT CLUB,,
210157,2021,1/20/2022,Simsbury,6 HIGH HILL CIRCLE,178480,375000.0,0.4759,Residential,Single Family,,,,POINT (-72.83334199 41.83229202)
200063,2020,1/19/2021,Killingworth,10 PAPER MILL ROAD,200870,172000.0,1.1678,Residential,Single Family,25 - Other,NO MARKET EXPOSURE,,
21069,2021,11/17/2021,Stafford,74 TOLLAND AVE,170940,325000.0,0.5259,Residential,Single Family,,,,POINT (-72.32349366 41.94476743)
190398,2019,7/30/2020,Windsor,27 MILLBROOK CIR,161140,140200.0,1.1494,Single Family,Single Family,10 - A Will,,,
190277,2019,6/8/2020,Avon,64 PRINCETON DRIVE,159860,325000.0,0.4919,,,,,,POINT (-72.89044 41.81087)
180904,2018,9/13/2019,Greenwich,10 EDGEWOOD DR 5A,2576700,2925000.0,0.8809,Condo,Condo,,,,POINT (-73.63546 41.02587)
200022,2020,10/9/2020,Windsor,124 WINTERWOOD,179130,325000.0,0.551169231,Residential,Single Family,,,,
210003,2021,11/22/2021,Bozrah,20 SOUTH RD,159560,300000.0,0.5318,Residential,Single Family,,,,POINT (-72.20157297 41.522415994)
180195,2018,2/14/2019,Branford,13 FLAX MILL HOLLOW,245700,379000.0,0.6482,Single Family,Single Family,,PUD,,POINT (-72.78165 41.3064)
210273,2021,11/23/2021,Danbury,97-99 PARK AV 80,79700,158500.0,0.5028,Residential,Condo,,H16031-47,,POINT (-73.464859972 41.383995987)
200310,2020,4/9/2021,Vernon,325 KELLY RD ST09,27370,42400.0,0.645518868,Residential,Single Family,,MOBILE HOME,,
180008,2018,11/6/2018,Goshen,118 HEMLOCK HILL RD,676860,15000.0,45.124,,,25 - Other,Proprietory Lease - Hemlock Hill Camp Resort,,POINT (-73.25349 41.7847)
190037,2019,11/14/2019,Plymouth,39 FALL MOUNTAIN TERR,111210,174000.0,0.6391,Condo,Condo,,,,
18030,2018,11/20/2018,Durham,216  MAIN ST,347060,295000.0,1.1764,Single Family,Single Family,14 - Foreclosure,Sale of foreclosed property,,
21326,2021,6/14/2022,Watertown,305 KILLORIN RD,266500,695000.0,0.3834,Residential,Single Family,,,,POINT (-73.150842028 41.632810017)
210704,2021,4/19/2022,West Hartford,9 GLEDHILL LANE,406270,250000.0,1.625,Residential,Condo,07 - Change in Property,,,POINT (-72.74434 41.75922)
1600216,2016,2/17/2017,New Milford,214 PUMPKIN HILL RD,165850,280000.0,0.592321429,Single Family,Single Family,07 - Change in Property,,,
18330,2018,3/28/2019,West Haven,374 PAINTER DR,136990,202500.0,0.6764,Single Family,Single Family,,,,
2000137,2020,11/25/2020,Naugatuck,139 LEWIS ST #22,13360,34000.0,0.3929,Residential,Single Family,,,,
170912,2017,9/13/2018,Manchester,168 SUMMIT STREET,114100,190600.0,0.598635887,Single Family,Single Family,07 - Change in Property,,TOTAL REMODEL PER MLS - SEE PREVIOUS SALE #170086,
210650,2021,7/22/2022,Wallingford,18 BIRCH DR,162500,180000.0,0.9027,Residential,Single Family,01 - Family,,,POINT (-72.826967972 41.427872987)
160078,2016,6/2/2017,North Branford,2 LEDGEWOOD DR,276300,445500.0,0.62020202,Single Family,Single Family,,,,
190181,2019,4/2/2020,Avon,9 MADISON LANE,164010,242000.0,0.6777,Condo,Condo,,,,
19056,2019,5/18/2020,Columbia,45 OAKWOOD LANE,5100,30000.0,0.17,,,06 - Portion of Property,EXCESS ACREAGE TO ADD TO PROPERTY 1.997 ACRES,,
180061,2018,10/11/2018,Waterbury,67 LOWLAND ST,119680,190000.0,0.6298,Single Family,Single Family,,,,
202000022,2020,10/26/2020,Plymouth,88 KEARNEY ST,108740,185000.0,0.587783784,Residential,Three Family,,,,
160271,2016,2/13/2017,Rocky Hill,98 BAYBERRY LANE,176960,197000.0,0.898274112,Single Family,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,,
200707,2020,3/15/2021,Danbury,85 LAWRENCE AV,213600,410000.0,0.5209,Residential,Condo,,K16120-1905,,POINT (-73.42957 41.38287)
181104,2018,4/23/2019,Bridgeport,10-12 COTTAGE PLACE,94100,240000.0,0.392,Two Family,Two Family,,,,
211060,2021,7/8/2022,New Haven,39 MAIN ST,113365,285000.0,0.3977,Residential,Single Family,,,,POINT (-72.902600985 41.312481003)
160431,2016,8/21/2017,Rocky Hill,7 STEVENS PLACE,114450,160000.0,0.7153125,Condo,Condo,,,,
190077,2019,10/31/2019,Hamden,14 THORPE DR,117110,191000.0,0.6131,Single Family,Single Family,,,,POINT (-72.95273 41.34885)
162231,2016,5/2/2017,Shelton,139 YUTAKA TRL,78820,55000.0,1.433090909,Single Family,Single Family,14 - Foreclosure,,,
200720,2020,6/10/2021,Middletown,50 BRAEBURN LA,78520,160000.0,0.4907,Residential,Single Family,,,,
1800730,2018,3/18/2019,Stamford,44 STRAWBERRY HILL AVE # 10,149210,243500.0,0.6127,Condo,Condo,,,,
201451,2020,9/17/2021,New Haven,656 ORANGE ST,426020,636000.0,0.6698,Residential,Three Family,,,,POINT (-72.91459 41.31829)
200162,2020,6/7/2021,East Windsor,3 HELENA DR,77580,174500.0,0.4445,Residential,Single Family,07 - Change in Property,FIN BSMNT WAS OMITTED FROM ASSMNT,,
180175,2018,1/29/2019,Branford,101 SO MAIN ST,278100,450000.0,0.618,Single Family,Single Family,,,,POINT (-72.82506 41.2781)
211325,2021,4/8/2022,Bridgeport,82 PUTNAM ST 110 ASYLUM ST & 5,220573,525000.0,0.420139048,Residential,Single Family,25 - Other,MULTI-PARCELS,,POINT (-73.176204997 41.19801702)
20138,2020,12/29/2020,Monroe,136 LZAY BROOK RD,278800,469000.0,0.5944,Residential,Single Family,,,,
180136,2018,2/8/2019,Berlin,100 WORTHINGTON POINT ROAD,125800,54000.0,2.3296,Single Family,Single Family,09 - Tax,non-qualified sale - tax sale,,
190789,2019,6/25/2020,New Haven,529 WOODWARD AV #4,88130,130000.0,0.6779,Condo,Condo,,,,
19250,2019,4/24/2020,Farmington,36 FARMSTEAD LA,144120,191265.0,0.7535,Single Family,Single Family,14 - Foreclosure,FORECLOSURE BUYER PAID CASH,,
170607,2017,6/4/2018,Killingly,963 BAILEY HILL RD,490000,83783.0,5.8484,,,14 - Foreclosure,,,
190099,2019,1/23/2020,Clinton,3 KINGS GRANT RD,229100,322000.0,0.7115,Single Family,Single Family,,,,
210343,2021,5/18/2022,New London,281 GARDNER AVE,43260,110000.0,0.3932,Residential,Condo,,,,POINT (-72.10367804 41.323641004)
160015,2016,1/18/2017,Warren,RABBIT HILL RD,3060,50000.0,0.0612,,,28 - Use Assessment,,,
170321,2017,12/13/2017,Salem,2 SYLEO LANE,338300,429000.0,0.788578089,Single Family,Single Family,25 - Other,MARKET FATIGUE,,POINT (-72.22196 41.48105)
190232,2019,9/17/2020,Rocky Hill,81 HAYES ROAD,217140,390000.0,0.5568,Single Family,Single Family,,,,
200087,2020,11/13/2020,Simsbury,3 THE MEWS,276860,536000.0,0.5165,Residential,Single Family,,,,
19027,2019,11/5/2019,Orange,411 FAIRLEA RD,275800,485000.0,0.5687,Single Family,Single Family,,,,POINT (-73.01524 41.26162)
192013,2019,6/1/2020,Bridgeport,207 CANFIELD AVE,218550,300000.0,0.7285,Three Family,Three Family,01 - Family,,,
180380,2018,2/20/2019,Manchester,41 DEERFIELD DRIVE,92300,150800.0,0.612,Single Family,Single Family,10 - A Will,TRUST,,
210069,2021,11/29/2021,Madison,7 MARKHAM PL,445900,744816.0,0.59867135,Residential,Single Family,07 - Change in Property,IMPROVED AFTER 10/1/2021,,POINT (-72.59507 41.27973)
170419,2017,4/4/2018,Hamden,18 GLENDOWER RD,171990,246500.0,0.6977,Single Family,Single Family,,,,
180104,2018,1/2/2019,Waterford,71 LAMPHERE RD,192920,132500.0,1.456,Single Family,Single Family,08 - Part Interest,,,
210188,2021,4/6/2022,Avon,219 ARCH ROAD,218500,425000.0,0.5141,Residential,Single Family,,,,POINT (-72.853284968 41.801524987)
180576,2018,5/29/2019,Meriden,80 ELM ST,101430,100000.0,1.0143,Single Family,Single Family,01 - Family,,,
18146,2018,3/13/2019,Montville,275 MAPLE AVE,30420,17500.0,1.738285714,,,25 - Other,SALES RATIO / SOLD TO ABUTTER /BUILDABLE LOT,,POINT (-72.13248 41.44864)
19184,2019,7/30/2020,Burlington,71 BLACK WALNUT LANE,309330,440000.0,0.703,Single Family,Single Family,,SINGLE FAMILY WITH IN-LAW APT,,
200328,2020,8/26/2021,Colchester,436 NEW LONDON RD,116900,277000.0,0.422021661,Residential,Single Family,,,NO MLS,
200752,2020,1/15/2021,Norwalk,300 FLAX HILL RD UNIT 12B,218290,340000.0,0.642,Residential,Condo,,5-77-110-12B,,POINT (-73.43233 41.09447)
191161,2019,9/29/2020,West Hartford,25 BRAINTREE DRIVE,240660,360000.0,0.6685,Single Family,Single Family,25 - Other,ESTATE SALE,,
201044,2020,7/22/2021,Manchester,170 WELLS STREET,135400,232000.0,0.5836,Residential,Single Family,,,,
16547,2016,5/30/2017,East Hartford,32 ARAWAK DR.,28020,36500.0,0.767671233,Single Family,Single Family,,,,
210267,2021,1/20/2022,Wallingford,31 TREMPER DR,156000,249900.0,0.6242,Residential,Single Family,,,,POINT (-72.814809015 41.440158007)
170272,2017,7/18/2018,Griswold,479 EAST MAIN STREET,200410,339900.0,0.5896,Single Family,Single Family,,,,
200060,2020,10/20/2020,Middletown,287 TIMBER RIDGE RD,129350,230000.0,0.5623,Residential,Single Family,,,,POINT (-72.72997 41.58931)
160526,2016,8/21/2017,Southbury,24 B CREST,146020,223000.0,0.654798206,Condo,Condo,,,,
180025,2018,10/15/2018,Newington,123 WILLIAMSTOWN CT,64730,0.0,0.0,Condo,Condo,14 - Foreclosure,,,
200056,2020,10/27/2020,Windsor,366 KENNEDY RD,158200,279000.0,0.56702509,Residential,Single Family,,,,POINT (-72.6431 41.87198)
200114,2020,12/1/2020,Simsbury,18 CHESTNUT HILL ROAD,212390,332500.0,0.6387,Residential,Single Family,,,,
190396,2019,6/16/2020,Glastonbury,3039 MAIN ST,2011100,200000.0,10.0555,,,03 - Inter Corporation,,,
175992,2017,8/15/2018,West Haven,58 THIRD AVE EXT,87290,139740.0,0.6246,Single Family,Single Family,15 - Government Agency,,,
180387,2018,9/18/2019,Bethel,7 SHELTER ROCK ROAD,169680,288000.0,0.5891,Single Family,Single Family,,,,
170298,2017,8/7/2018,Plainville,80 ORRIN AVE,175210,263250.0,0.6655,Single Family,Single Family,01 - Family,,,
200000386,2020,8/24/2021,Brookfield,20 WINDWOOD RD,352130,515000.0,0.6837,Residential,Single Family,,,,
180062,2018,12/17/2018,Clinton,314 CHAPMAN MILL POND RD #12,71300,62000.0,1.15,Condo,Condo,17 - Two Towns,,PER MLS PORTION OF TAXES ARE PAID TO WESTBROOK,
170303,2017,1/31/2018,Fairfield,GARAGE,10640,30000.0,0.354666667,Condo,Condo,,,,
18688,2018,6/12/2019,Hartford,55 EASTVIEW ST,56700,190000.0,0.2984,Single Family,Single Family,,,,
160595,2016,5/31/2017,Greenwich,20 MIDBROOK LANE,658280,1030000.0,0.639106796,Single Family,Single Family,,,,
160547,2016,4/13/2017,Hamden,230 FANS ROCK RD,232680,291000.0,0.799587629,Single Family,Single Family,,,,POINT (-72.92896 41.41918)
211435,2021,4/26/2022,Bridgeport,525 JANE ST #527,206590,393000.0,0.5256,Residential,Four Family,,,,POINT (-73.176179013 41.190136984)
200115,2020,1/26/2021,Cromwell,136 COLES RD,125020,250000.0,0.5,Residential,Single Family,07 - Change in Property,,,
20201236,2020,8/24/2021,Stratford,40 CALIFORNIA ST UNIT B24,43330,70000.0,0.619,Residential,Condo,,,,
200319,2020,12/7/2020,Danbury,45 GRAND ST 3,103400,185000.0,0.5589,Residential,Condo,,I15258-3,,
20361,2020,5/27/2021,Darien,5 ROYLE RD,1399860,2250000.0,0.62216,Residential,Single Family,,,,POINT (-73.47352 41.08585)
170197,2017,12/4/2017,Fairfield,165 JUDD STREET,319760,422500.0,0.756828402,Two Family,Two Family,25 - Other,SOLD OUT OF TRUST,,
210255,2021,7/7/2022,East Hampton,23 DEER MEADOW,325310,410948.0,0.791608671,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.443839979 41.538527017)
160699,2016,8/16/2017,Southington,591 MULBERRY ST,186670,315000.0,0.592603175,Two Family,Two Family,,,,
190158,2019,12/6/2019,Greenwich,8 BUCKTHORNE LANE,2302090,3500000.0,0.6577,Single Family,Single Family,,,,
1900813,2019,3/26/2020,Stamford,1 BROAD STREET # 10E,432670,425000.0,1.018,Condo,Condo,,,,
190121,2019,11/14/2019,Fairfield,15 HARVESTER ROAD,217840,380000.0,0.5733,Single Family,Single Family,,,,
200628,2020,4/16/2021,Norwich,30 SUNNYSIDE AVE,84300,170000.0,0.4958,Residential,Single Family,,,,
2001506,2020,5/5/2021,Stamford,146 CULLODEN ROAD,263550,386000.0,0.6827,Residential,Single Family,14 - Foreclosure,FORECLOSURE BY SALE,,POINT (-73.52231 41.06154)
20342,2020,7/1/2021,Montville,10 SHARP HILL RD,106500,250000.0,0.426,Residential,Single Family,14 - Foreclosure,,,
160392,2016,1/18/2017,Waterbury,380 HITCHCOCK RD #91,76650,114330.0,0.670427709,Condo,Condo,,,,
180721,2018,6/5/2019,Bristol,585 WOLCOTT RD,163380,292000.0,0.5595,Single Family,Single Family,,,,
170510,2017,5/8/2018,Manchester,34 CAROL DRIVE,113000,170000.0,0.6647,Single Family,Single Family,,,,
202000031,2020,11/9/2020,Plymouth,57 HIGH ST,112900,200000.0,0.5645,Residential,Three Family,,,,POINT (-73.01334 41.68347)
180170,2018,12/17/2018,Southington,777 PROSPECT ST,205830,252000.0,0.8167,Single Family,Single Family,,,,
180196,2018,5/31/2019,Plainville,3 HILLSCREST RD,144690,240000.0,0.6028,Single Family,Single Family,,,,
200094,2020,11/25/2020,New Canaan,75 LAKE WIND RD,1210580,1945000.0,0.6224,Residential,Single Family,,,,
160400,2016,7/31/2017,Windsor,135 MOUNTAIN RD,144760,238000.0,0.608235294,Single Family,Single Family,,,,
170265,2017,4/9/2018,Trumbull,266 MAYFIELD DR,222110,339000.0,0.6551,Condo,Condo,,,,
200013,2020,10/30/2020,Thomaston,197 PINE HILL RD 8C,62510,105000.0,0.5953,Residential,Condo,,,,POINT (-73.08569 41.65715)
170091,2017,8/10/2018,North Branford,82 WOODLAND DR,140200,325000.0,0.4313,Single Family,Single Family,,,,POINT (-72.74295 41.42103)
210391,2021,1/20/2022,Hamden,173 PARK RD,79170,182500.0,0.4338,Residential,Single Family,,,,POINT (-72.901667996 41.332945)
200048,2020,10/30/2020,New Canaan,180 SUNSET HILL RD,1844080,2846500.0,0.6478,Residential,Single Family,,,,
200066,2020,10/20/2020,Trumbull,20 PUMPKIN HILL RD,322000,500000.0,0.644,Residential,Single Family,,,,
16067,2016,2/17/2017,Orange,559 DOGWOOD RD,70600,75000.0,0.941333333,,,,,,POINT (-72.99505 41.29162)
1910603,2019,9/30/2020,Naugatuck,133 LOCUST ST,94270,172900.0,0.5452,Single Family,Single Family,,,,POINT (-73.03794 41.50229)
1600244,2016,8/9/2017,Suffield,895 NEWGATE RD,233800,327000.0,0.714984709,Single Family,Single Family,,,,POINT (-72.7402 41.99342)
19055,2019,3/31/2020,Haddam,477 HIDDEN LAKE ROAD,206550,260000.0,0.7944,Single Family,Single Family,,,,
19141,2019,3/10/2020,Monroe,34 BIRCHWOOD RD,261500,360000.0,0.7264,Single Family,Single Family,,,,
21200,2021,1/28/2022,Farmington,7 CYPRESS TRAIL,140950,260000.0,0.5421,Residential,Condo,,,,POINT (-72.875744027 41.731196)
210134,2021,4/29/2022,Prospect,150 WATERBURY RD,196450,400000.0,0.4911,Commercial,,,,,POINT (-72.994660015 41.523901979)
210339,2021,3/4/2022,Wallingford,8 SUNRISE CIR,149300,290000.0,0.5148,Residential,Single Family,,,,POINT (-72.797848989 41.462646989)
200128,2020,10/23/2020,Greenwich,11 HETTIEFRED ROAD,1449770,2100000.0,0.6903,Residential,Single Family,,,,
200846,2020,8/23/2021,Enfield,67 SWORD AVE,114600,315000.0,0.363809524,Residential,Single Family,07 - Change in Property,,PER MLS HOUSE HAS 4 BEDROOMS AND CENTRAL A/C,
211527,2021,5/9/2022,Bridgeport,1322 STRATFORD AVE,235350,820000.0,0.287,Commercial,,,,,POINT (-73.164196998 41.178612998)
190008,2019,10/23/2019,Woodbridge,1834 LITCHFIELD TPK,163310,220000.0,0.7423,Single Family,Single Family,,,,
160273,2016,2/14/2017,Southington,56 OAKLAND RD,105390,226000.0,0.466327434,Single Family,Single Family,07 - Change in Property,DWELLING COMPLETE RENOVATED BEFORE SALE WITH BASEMENT REC ROOM & CENTRAL AIR,,
160780,2016,4/13/2017,Norwalk,95 ROWAYTON WOODS DR,203650,410000.0,0.496707317,Condo,Condo,,UNIT 7/110,,
20011,2020,10/2/2020,Hartford,802 GARDEN ST,52745,295000.0,0.1787,Residential,Three Family,,,,
200260,2020,9/20/2021,Canton,603 TIMBER LANE,104770,169900.0,0.6166,Residential,Condo,,,,
210010,2021,10/7/2021,Putnam,91 MAIN ST,349600,825000.0,0.423757576,Commercial,,25 - Other,SALE INCLUDES 49 FRONT ST,,POINT (-71.908793008 41.915248009)
200222,2020,6/10/2021,East Haddam,4 WINTERBROOKE RD,37110,51500.0,0.7205,Vacant Land,,,,,POINT (-72.44973 41.48929)
210058,2021,12/2/2021,Mansfield,132 COURTYARD LA,156300,259900.0,0.6013,Residential,Condo,,,,POINT (-72.238583012 41.800409021)
200281,2020,4/14/2021,Madison,126 WOODSVALE RD,195600,351000.0,0.5572,Residential,Single Family,,,,
190100,2019,12/23/2019,New London,19 FARMINGTON AVE,104580,155000.0,0.6747,Single Family,Single Family,,,,
210457,2021,9/21/2022,Avon,69 & 73 SEPOUS ROAD,3230,9000.0,0.3588,Vacant Land,,08 - Part Interest,,,POINT (-72.921152555 41.783177644)
2100679,2021,12/29/2021,Stamford,15 STAMFORD AVENUE,554380,1050000.0,0.5279,Residential,Single Family,,,,POINT (-73.529098962 41.032058984)
182018,2018,7/26/2019,Waterbury,107 CHIPPER RD,85040,123300.0,0.6896,Single Family,Single Family,,,,
16505,2016,7/21/2017,Newington,421 CYPRESS ROAD,108660,157900.0,0.688157061,Condo,Condo,,,,
180052,2018,11/15/2018,Waterford,34A MILLERS POND RD,325370,419900.0,0.7748,Single Family,Single Family,,,,POINT (-72.12456 41.40459)
16405,2016,9/22/2017,Darien,34 KENSETT LANE,1110340,1656250.0,0.670393962,Single Family,Single Family,,,,
1800579,2018,5/29/2019,East Haven,99 BRENNAN ST,140260,222000.0,0.6318,Single Family,Single Family,,,,
170026,2017,10/11/2017,Greenwich,1075 E PUTNAM AVE,1541120,3500000.0,0.44032,,,03 - Inter Corporation,,,
170016,2017,10/6/2017,Norwich,127 ROOSEVELT AVE,96500,135880.0,0.710185458,Single Family,Single Family,17 - Two Towns,2ND PARCEL LOCATED IN PRESTON,,
210987,2021,8/1/2022,Fairfield,234 LALLEY BOULEVARD,1184960,2245000.0,0.5278,Residential,Single Family,,,,POINT (-73.246910038 41.136251991)
210277,2021,12/10/2021,New Haven,51 NASH ST,400085,720000.0,0.5556,Residential,Single Family,03 - Inter Corporation,,,POINT (-72.909138032 41.317481017)
210197,2021,3/22/2022,Bloomfield,281 TUNXIS AVE,167550,340000.0,0.4927,Residential,Single Family,,,,POINT (-72.741658973 41.858511996)
213195,2021,5/26/2022,Southbury,90 E HERITAGE VILLAGE,63710,181000.0,0.3519,Residential,Condo,,,,POINT (-73.229636025 41.485775007)
190147,2019,7/20/2020,Hebron,23 VILLAGE LN,180950,269900.0,0.6704,Single Family,Single Family,,,,
180025,2018,11/15/2018,Brooklyn,150 WAUREGAN RD,186000,195000.0,0.9538,Single Family,Single Family,28 - Use Assessment,,,
170633,2017,1/24/2018,Bridgeport,880-886 HANCOCK AVE,226360,225000.0,1.006044444,,,14 - Foreclosure,,,
180030,2018,10/12/2018,New Britain,364 COMMONWEALTH AVE,101220,100000.0,1.0122,Single Family,Single Family,25 - Other,Sale price is not reflective of market value for this type of property,,
170566,2017,7/3/2018,Torrington,119 KINNEY ST UNIT 2J,50750,45000.0,1.1277,Condo,Condo,,,,
190741,2019,7/8/2020,Bristol,88 SHAWN DRIVE,184940,277950.0,0.6654,Three Family,Three Family,,,,
18004,2018,10/1/2018,Newtown,31 NEW LEBBON ROAD,220370,390000.0,0.565,Single Family,Single Family,,,,
170002,2017,10/11/2017,Sherman,18 EDMONDS RD,800,50000.0,0.016,,,28 - Use Assessment,,,
190091,2019,1/13/2020,East Hampton,45 SMITH ST,138670,203900.0,0.6801,Single Family,Single Family,,,,
160733,2016,7/17/2017,Bristol,78 UNION ST,73860,20000.0,3.693,Single Family,Single Family,08 - Part Interest,PART INTEREST,,
190015,2019,11/5/2019,Thomaston,26 LEIGH AVE,133910,218300.0,0.6134,Condo,Condo,,,,
190119,2019,1/15/2020,Avon,156 REVERKNOLLS,343410,458000.0,0.7498,Single Family,Single Family,,,,
160323,2016,3/29/2017,Southington,238 GWEN RD,148720,225000.0,0.660977778,Single Family,Single Family,,,,
212037,2021,8/5/2022,Waterbury,75 ESTHER AVE,106030,340000.0,0.3118,Residential,Single Family,,,,POINT (-73.05744399 41.530395984)
2101265,2021,4/7/2022,Stamford,1451 RIVERBANK ROAD,533410,1250000.0,0.4267,Residential,Single Family,,,,POINT (-73.594185027 41.137742)
171234,2017,5/30/2018,Milford,23 CHESTER ST,155930,158000.0,0.9868,Single Family,Single Family,25 - Other,LOW SALE FOR NEIGHBORHOOD-OUT OF TRUST,,
170161,2017,7/18/2018,Thompson,13 WESTSIDE DR UNIT 91,73600,155000.0,0.4748,Condo,Condo,,,,POINT (-71.88093 41.95916)
180009,2018,10/3/2018,Berlin,65 SPRUCE BROOK ROAD,209400,323500.0,0.6472,Single Family,Single Family,,qualified sale,,
180106,2018,11/15/2018,Middletown,22 AUTUMN LA,165010,239900.0,0.6878,Condo,Condo,,,,
160377,2016,4/19/2017,West Haven,106 WHARTON PL,79590,127000.0,0.626692913,Single Family,Single Family,,,,
21003,2021,10/6/2021,Haddam,44 HADDAM VIEW HEIGHTS,164110,362000.0,0.4533,Residential,Single Family,,,,POINT (-72.47203603 41.461578003)
210169,2021,6/14/2022,Weston,3 SCATACOOK TRAIL,839500,1600000.0,0.5246875,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #210015,POINT (-73.396931017 41.231237017)
160160,2016,4/19/2017,Berlin,33 LANGDON COURT J6,150200,171000.0,0.878362573,Condo,Condo,,qualified sale,,
170322,2017,8/10/2018,New Canaan,496 BROOKSIDE RD,1840510,1730000.0,1.0638,Single Family,Single Family,25 - Other,This was a short sale,,
21248,2021,9/16/2022,Oxford,30 OLD COUNTRY ROAD,313000,590000.0,0.5305,Residential,Single Family,,,,POINT (-73.149303027 41.390997014)
18069,2018,12/17/2018,Montville,320 CHESTERFIELD RD,159430,240000.0,0.6642,Single Family,Single Family,,,,
211035,2021,7/25/2022,Southington,1048-35 SOUTH MAIN ST,126420,240000.0,0.5267,Residential,Condo,,,,POINT (-72.895917004 41.579525001)
190183,2019,3/31/2020,Guilford,185 WHITE BIRCH DR,277730,425000.0,0.6535,Single Family,Single Family,,,,
170132,2017,11/22/2017,Hamden,36 MYRA ROAD,198240,215000.0,0.922,Single Family,Single Family,,,,
180297,2018,3/11/2019,Southington,71 RIDGEWOOD DR,193670,295000.0,0.6565,Single Family,Single Family,,,,
170252,2017,12/11/2017,Norwalk,17 MULLER AVE,190600,395000.0,0.4825,Four Family,Four Family,,5-47-102-0,,POINT (-73.42674 41.13275)
19734,2019,9/21/2020,East Hartford,61 UNIVERSITY,121340,217000.0,0.5592,Single Family,Single Family,,,,
210347,2021,2/14/2022,Norwich,233 VERGASON AVE,130400,229700.0,0.5676,Residential,Single Family,,,,POINT (-72.11206732 41.571627298)
17018,2017,4/18/2018,Eastford,114 UNION RD,159430,260000.0,0.6131,Single Family,Single Family,,,,
201373,2020,9/29/2021,Bristol,56 ROBERTSON ST,77590,130000.0,0.5968,Residential,Condo,,,,POINT (-72.89574 41.68085)
170306,2017,11/22/2017,Bridgeport,3450 PARK AVE,152270,233000.0,0.653519313,Single Family,Single Family,,,,
1800475,2018,1/7/2019,Stamford,19 WARDWELL STREET,252380,435000.0,0.5801,Two Family,Two Family,,,,
160507,2016,9/7/2017,Westport,318 WILTON ROAD,1322800,1612450.0,0.820366523,Single Family,Single Family,,,,
160972,2016,6/14/2017,Waterbury,170 JOSEPH ST,93390,103000.0,0.906699029,Single Family,Single Family,,,,POINT (-72.99924 41.56213)
17127,2017,4/12/2018,Darien,5 HAMILTON LANE,1096200,1575000.0,0.696,Single Family,Single Family,,,,POINT (-73.46904 41.09258)
1900510,2019,8/25/2020,East Haven,221 LAUREL ST,120060,207500.0,0.5786,Single Family,Single Family,,,,
180431,2018,9/3/2019,Westport,9 BLUEWATER HILL,2321100,2710000.0,0.8564,Single Family,Single Family,,,,
160138,2016,5/16/2017,Old Saybrook,1 MAIN ST,70600,184000.0,0.383695652,,,,,,
190234,2019,6/19/2020,New Canaan,85 BANK ST - #26,700000,855000.0,0.8187,Condo,Condo,,,,
160028,2016,3/7/2017,Canaan,0 LIME ROCK STATION,102600,6058.0,16.9362826,,,09 - Tax,TAX SALE,,
210052,2021,5/10/2022,North Canaan,201 E CANAAN RD,367170,233000.0,1.5758,Residential,Two Family,14 - Foreclosure,,,POINT (-73.294510028 42.017715015)
200037,2020,10/14/2020,Torrington,10 GEORGE ST,65330,77500.0,0.8429,Residential,Single Family,,,,POINT (-73.12014 41.80532)
19039,2019,8/17/2020,Norfolk,12 MAPLE AVENUE,208220,325000.0,0.6407,,,,6 UNITS,,
18003,2018,10/1/2018,Colchester,16 SKYLARK RD,22400,20000.0,1.12,Single Family,Single Family,25 - Other,MOBILE HOME,INVLOVES DIVORCE PER STATE JUDICIAL SITE,
190884,2019,8/7/2020,Bristol,365 BURLINGTON AE,119080,196500.0,0.606,Single Family,Single Family,,,,POINT (-72.94412 41.69225)
171403,2017,5/29/2018,Bridgeport,451 LAKE AVE,233410,385310.0,0.6057,Single Family,Single Family,,,,
170103,2017,8/28/2018,North Branford,9 JUDITH CT,339100,499900.0,0.6783,Single Family,Single Family,,,,
212090,2021,8/15/2022,Waterbury,21 WILLOWDALE AVE,84410,239900.0,0.3518,Residential,Single Family,,,,POINT (-73.068776994 41.573112007)
17415,2017,4/6/2018,East Hartford,2 MONTAUK RD.,13780,10000.0,1.378,Single Family,Single Family,,mobile home,,
18085,2018,8/27/2019,North Stonington,255 PENDLETON HL,164430,365000.0,0.450493151,Single Family,Single Family,25 - Other,SALE WAS FOR TWO PARCELS,,POINT (-71.84839 41.44223)
19365,2019,7/1/2020,Newtown,24 CLEARVIEW DRIVE,264830,441850.0,0.5994,Single Family,Single Family,,,,
2100338,2021,5/10/2022,Wethersfield,21 BYRD RD,154220,312000.0,0.4942,Residential,Single Family,,,,POINT (-72.662114041 41.704690997)
